,﻿銘柄コード,銘柄名,業種,上場市場,次回決算発表日,次回決算発表時間,時価総額,Average Daily Volume(25days),株価,前営業日終値,本日の株価変化率,Bid,Ask,Mid,Mid_Chg_Pct,当日のVolume,Day_High,Day_Low,過去1カ月トータルリターン,過去3か月トータルリターン,過去6か月トータルリターン,過去1年トータルリターン,過去3年トータルリターン,過去5年トータルリターン,25日移動平均,RSI(14日間),配当利回り,PER,PBR,現値と25日移動平均の乖離,Updated_At
3524,9347 JT Equity,日本管財ホールディングス,Commercial Services & Supplies,プライム,2026/05/12,13:00,1.20288E+11,86622.22222,2921,2913,0.00274631,2900,2930,2915,-0.000514315,64700,2925,2892,0.033616419,0.078211204,0.103220218,0.090147204,0.172545672,0.49783092,2950.37037,42.48958343,0.01848682,12.83267513,1.466392345,-0.009954808,2026/04/28 6:57
3525,9348 JT Equity,ispace,Aerospace & Defense,グロース,2026/05/15,14:00,69595809108,1947807.407,476,466,0.021459227,475,477,476,0.021459227,755900,481,463,0.021459227,-0.131386861,-0.008333333,-0.511794872,-0.531956735,-0.186324786,489.3703704,43.64823447,,,4.130591197,-0.027321577,2026/04/28 6:57
3526,9351 JT Equity,東洋埠頭,Transportation Infrastructure,スタンダード,2026/05/14,15:00,15449040000,10370.37037,1996,1969,0.013712544,1978,1999,1988.5,0.011444557,4900,1996,1951,0.036883117,0.140803653,0.266299145,0.63673157,0.546393785,0.610882946,1960.111111,58.49984974,0.03507014,10.404848,0.486346449,0.01830962,2026/04/28 6:57
3527,9353 JT Equity,櫻島埠頭,Transportation Infrastructure,スタンダード,2026/05/14,13:00,3489640000,3318.518519,2266,2260,0.002654867,2264,2279,2271.5,0.00154321,900,2278,2264,-0.026214009,-0.108177463,-0.109209267,0.370813276,0.102524977,0.48188186,2321.185185,39.80805356,0.019858782,12.42431265,0.430425662,-0.023774572,2026/04/28 6:57
3528,9355 JT Equity,リンコーコーポレーション,Transportation Infrastructure,スタンダード,2026/05/14,15:00,5994000000,1464,2220,2200,0.009090909,2222,2245,2233.5,0.022664835,700,2220,2200,0.043723554,0.038962042,0.226389228,0.320234664,0.456687243,0.18540878,2166.6,66.13946298,0.024774775,10.18762765,0.306841318,0.024646912,2026/04/28 6:57
3529,9360 JT Equity,鈴与シンワート,IT Services,スタンダード,2026/05/14,15:00,8826000000,2251.851852,2942,2953,-0.003725025,2908,2955,2931.5,-0.009126246,1500,2950,2942,0.015182885,-0.021259578,0.014508345,0.221468047,1.16961552,0.655298481,2919.851852,51.71144559,0.037389531,8.745729456,1.775900565,0.007585367,2026/04/28 6:57
3530,9361 JT Equity,伏木海陸運送,Transportation Infrastructure,スタンダード,2026/05/08,14:00,6041574000,495.4545455,2310,2286,0.010498688,2288,2312,2300,0.006344345,400,2311,2260,0.089622642,0.089108911,0.332429379,0.49977086,0.560613331,1.136474038,2239.545455,63.45963375,0.025974026,7.63819549,0.4814156,0.031459306,2026/04/28 6:57
3531,9362 JT Equity,兵機海運,Marine Transportation,スタンダード,2026/04/30,12:00,4712400000,1425,3850,3800,0.013157895,3600,3900,3750,0.006711409,1100,3850,3805,0.07093185,0.076744234,0.072379055,0.09607804,0.944768206,2.651214834,3569.75,68.96463228,0.028571429,18.46477253,0.847906672,0.078506898,2026/04/28 6:57
3532,9363 JT Equity,大運,Marine Transportation,スタンダード,2026/05/14,14:00,3082879305,24592.59259,495,481,0.029106029,493,495,494,0.023834197,5200,497,482,-0.064272212,0.062705463,0.094700896,0.3052203,0.175367,0.813101572,511.0740741,43.00507462,0.03030303,8.622197113,0.613113171,-0.031451554,2026/04/28 6:57
3533,9364 JT Equity,上組,Transportation Infrastructure,プライム,2026/05/14,14:00,5.6134E+11,267274.0741,5267,5200,0.012884615,5266,5276,5271,0.01345895,199400,5278,5189,-0.026972104,-0.00085055,0.147876987,0.573987885,0.967387392,1.957090199,5420.703704,38.01756305,0.035124359,18.35605045,1.35088802,-0.028354935,2026/04/28 6:57
3534,9365 JT Equity,トレーディア,Transportation Infrastructure,スタンダード,2026/05/13,14:00,2231460000,736.3636364,1518,1530,-0.007843137,1510,1542,1526,-0.007479675,400,1518,1505,-0.012361744,-0.002937714,0.077238428,0.278451805,0.191308224,0.306623278,1555.136364,35.09841724,0.032938076,5.810511703,0.406379748,-0.023879812,2026/04/28 6:57
3535,9366 JT Equity,サンリツ,Commercial Services & Supplies,スタンダード,2026/05/14,15:00,5591933263,23733.33333,931,934,-0.003211991,930,934,932,-0.003741315,3200,942,929,0.028729282,0.058251314,0.118758099,0.221370307,0.387356841,0.621860846,923.8518519,50.83079701,0.029001074,10.5778393,0.448453106,0.007737332,2026/04/28 6:57
3536,9367 JT Equity,大東港運,Transportation Infrastructure,スタンダード,2026/05/13,14:00,18684110000,11237.03704,1990,1987,0.001509814,1989,2019,2004,0.002501251,9100,2015,1951,-0.061320755,-0.108568307,0.478038516,1.742099521,2.120710952,2.874829444,2164,23.78969624,0.012060302,25.40577685,1.724811231,-0.080406654,2026/04/28 6:57
3537,9368 JT Equity,キムラユニティー,Commercial Services & Supplies,スタンダード,2026/07/31,,42896803600,30059.25926,911,911,0,904,912,908,-0.003293085,40000,914,898,0.013348165,0.030218556,0.085645519,0.218134676,0.940919887,2.644195004,901.6296296,61.32476353,0.037321625,11.0226184,0.846093292,0.010392705,2026/04/28 6:57
3538,9369 JT Equity,キユーソー流通システム,Air Freight & Logistics,スタンダード,2026/07/03,,78349422000,63014.81481,3090,2921,0.057856898,3045,3100,3072.5,0.048277039,124700,3135,2910,0.085734364,0.008156607,0.073252456,0.758794674,2.190072404,3.211973578,2961.074074,58.56888609,0.008899676,29.19639171,1.666990652,0.043540257,2026/04/28 6:57
3539,9376 JT Equity,ユーラシア旅行社,"Hotels, Restaurants & Leisure",スタンダード,2026/05/08,15:00,3147570000,3559.259259,853,857,-0.004667445,852,861,856.5,-0.006956522,1200,866,851,0.009467456,-0.015429724,0.236953079,0.789564791,0.995397654,0.811207101,856.8148148,46.4730603,0.057444314,24.07156564,1.796200059,-0.004452321,2026/04/28 6:57
3540,9380 JT Equity,東海運,Marine Transportation,スタンダード,2026/05/15,13:00,11279970000,56948.14815,390,386,0.010362694,389,390,389.5,0.006459948,7800,391,387,-0.041769042,-0.046409385,0.106272258,0.207622858,0.357577535,0.302501442,408.4444444,33.17809817,0.017948718,22.81198282,0.61185232,-0.04515778,2026/04/28 6:57
3541,9381 JT Equity,エーアイテイー,Air Freight & Logistics,プライム,2026/07/15,,52896883200,22677.77778,2212,2186,0.01189387,2195,2217,2206,0.010304557,19400,2212,2180,0.009584665,0.020401846,0.116960325,0.329490021,0.596797655,1.716685795,2221.37037,47.40659813,0.045207957,16.36336736,2.535510612,-0.004218284,2026/04/28 6:57
3542,9385 JT Equity,ショーエイコーポレーション,Containers & Packaging,スタンダード,2026/05/15,15:00,5479300000,35844.44444,698,693,0.007215007,698,701,699.5,0.005751258,9900,701,695,-0.088772846,0.124642451,0.256270138,0.34666596,0.397595327,-0.194743656,736.8148148,28.15410566,0.050143266,6.780510334,1.09863866,-0.0526792,2026/04/28 6:57
3543,9401 JT Equity,ＴＢＳホールディングス,Media,プライム,2026/05/14,15:30,9.3294E+11,202033.3333,5634,5550,0.015135135,5630,5637,5633.5,0.014679395,267700,5643,5556,0.012944984,-0.057882094,0.051629942,0.199095576,1.877136161,1.891226381,5681.703704,45.35461591,0.012957047,42.56674672,0.791144953,-0.008396021,2026/04/28 6:57
3544,9404 JT Equity,日本テレビホールディングス,Media,プライム,2026/05/14,14:30,7.88624E+11,398285.1852,3019,3031,-0.003959089,3008,3020,3014,-0.00577272,402500,3045,3000,-0.047032828,-0.176327293,-0.189471007,-0.07413588,1.588578557,1.35403484,3132.759259,35.10391491,0.01324942,12.97394495,0.736541909,-0.0363128,2026/04/28 6:57
3545,9405 JT Equity,朝日放送グループホールディン,Media,プライム,2026/05/11,14:00,35432551000,94303.7037,847,835,0.014371257,838,848,843,0.010791367,52800,847,832,-0.046171171,0.067631284,0.189019499,0.295287329,0.35481674,0.379759138,868.9259259,41.88148383,0.035419126,11.21871036,0.438219157,-0.025233366,2026/04/28 6:57
3546,9408 JT Equity,BSNメディアホールディングス,IT Services,スタンダード,2026/05/12,14:00,16692000000,357.1428571,2782,2800,-0.006428571,2722,2830,2776,-0.014204545,100,2782,2782,-0.003581662,0.159107331,0.241642789,0.416922378,0.915932831,1.270932206,2789.142857,49.76128561,0.005751258,13.80963784,0.641489734,-0.002560951,2026/04/28 6:57
3547,9409 JT Equity,テレビ朝日ホールディングス,Media,プライム,2026/05/14,16:00,3.55975E+11,265792.5926,3280,3220,0.01863354,3275,3285,3280,0.017843289,159900,3285,3230,-0.056115108,-0.054770543,0.049922594,0.278424406,1.259074822,0.930643564,3404.074074,41.19334059,0.021341463,11.2629325,0.709420203,-0.0364487,2026/04/28 6:57
3548,9412 JT Equity,スカパーJSAT,Media,プライム,2026/04/28,13:00,9.86813E+11,1433103.704,3315,3090,0.072815534,3310,3320,3315,0.070217918,3326300,3380,3085,0.132946001,0.581191556,1.25594717,1.935349736,5.743593143,7.143741641,3104.37037,56.93661939,0.012669683,,,0.067849388,2026/04/28 6:57
3549,9413 JT Equity,テレビ東京ホールディングス,Media,プライム,2026/05/08,15:00,1.11007E+11,55422.22222,4025,3955,0.017699115,4000,4035,4017.5,0.016445288,61200,4025,3955,-0.018292683,-0.084978815,-0.137786963,0.055312773,0.712078668,1.08379404,4099.444444,43.25484627,0.02484472,11.29992216,0.991621867,-0.018159642,2026/04/28 6:57
3550,9414 JT Equity,日本ＢＳ放送,Media,スタンダード,2026/07/10,,16122145728,36592.59259,904,904,0,901,904,902.5,-0.002211166,62600,907,898,-0.021645022,-0.046413502,-0.06029106,0.042921024,0.115844772,-0.045085846,930.6296296,29.90717072,0.033185841,14.16528252,0.658365768,-0.028614638,2026/04/28 6:57
3551,9416 JT Equity,ビジョン,Diversified Telecommunication Services,プライム,2026/05/14,14:00,56338091600,250762.963,1106,1091,0.013748854,1103,1107,1105,0.013296653,181800,1106,1093,-0.029824561,-0.131868132,-0.071031305,-0.096076887,-0.308104202,0.174356604,1156.592593,35.6792669,0.049728752,11.9053278,2.557039621,-0.043742795,2026/04/28 6:57
3552,9417 JT Equity,スマートバリュー,Diversified Telecommunication Services,スタンダード,2026/05/15,14:00,3289378400,298170.3704,308,298,0.033557047,304,310,307,0.031932773,12000,308,298,-0.066666667,-0.208226221,-0.3200883,-0.194846779,-0.21082099,-0.604832089,340.7037037,34.76812632,0.025974026,4.885988163,1.848801034,-0.095988694,2026/04/28 6:57
3553,9418 JT Equity,U-NEXT HOLDINGS,Diversified Telecommunication Services,プライム,2026/07/10,,2.8337E+11,634429.6296,1571,1548,0.014857881,1570,1572,1571,0.014202711,465200,1573,1553,-0.037377451,-0.156368181,-0.218983111,-0.228037367,0.585552906,1.320950303,1636.814815,35.14192891,0.010821133,14.42673592,2.687770761,-0.040209078,2026/04/28 6:57
3554,9419 JT Equity,ワイヤレスゲート,Wireless Telecommunication Services,スタンダード,2026/05/13,,3183125034,17185.18519,291,292,-0.003424658,290,291,290.5,-0.008532423,11500,295,290,0.003448276,-0.016891892,0.069852941,0.276315789,0.254310345,-0.33409611,296.4074074,36.70152477,,31.02281915,2.148032944,-0.018243159,2026/04/28 6:57
3555,9421 JT Equity,エヌジェイホールディングス,Entertainment,スタンダード,2026/05/08,15:00,3536614400,3000,661,662,-0.001510574,660,664,662,-0.004511278,2400,663,652,0.023219814,0.069579288,0.16168717,0.080065359,0.088962109,-0.308034188,666.9259259,40.71134161,,57.91641111,2.168242127,-0.008885433,2026/04/28 6:57
3556,9423 JT Equity,フォーバル・リアルストレート,Real Estate Management & Development,スタンダード,2026/05/14,10:00,2524891200,235248.1481,104,105,-0.00952381,104,105,104.5,0,119300,105,104,-9.99E-16,-0.029090909,-0.001869159,0.057425743,0.129528444,0.16592185,105.6666667,41.92462002,0.026923076,33.75128677,3.775009611,-0.015772871,2026/04/28 6:57
3557,9424 JT Equity,日本通信,Wireless Telecommunication Services,プライム,2026/05/07,,20854842375,1834448.148,125,124,0.008064516,124,126,125,0.004016064,2124800,125,123,-0.038461538,-0.131944444,-0.131944444,-0.183006536,-0.503968254,-0.463519313,128.3703704,41.65704696,,20.20147823,4.582562518,-0.026255049,2026/04/28 6:57
3558,9425 JT Equity,ReYuu Japan,Specialty Retail,スタンダード,2026/06/10,,1755404300,139907.4074,247,277,-0.108303249,247,249,248,-0.099818512,397200,277,247,-0.154109589,-0.410501193,-0.624620061,-0.54174397,-0.053639847,-0.346560847,279.2222222,32.69743918,,,1.221293827,-0.11539992,2026/04/28 6:57
3559,9428 JT Equity,クロップス,Specialty Retail,スタンダード,2026/05/13,12:00,12918100400,1561.538462,1346,1346,0,1337,1347,1342,-0.025771325,300,1346,1346,-0.051444679,-0.023724959,-0.105930886,0.364256856,0.245781657,0.813870656,1416.153846,31.10509964,0.018573551,7.450809078,0.993592402,-0.049538294,2026/04/28 6:57
3560,9432 JT Equity,ＮＴＴ,Diversified Telecommunication Services,プライム,2026/05/08,12:00,1.36822E+13,184621103.7,151.1000061,151.2,-6.61E-04,151,151.1999969,151.0999985,-0.001651811,224139200,151.6000061,150.6000061,-0.033269315,-0.00606829,-0.042008464,0.048873839,0.00291154,0.568205498,154.6888891,32.76263999,0.035076108,12.30072229,1.298407931,-0.023200652,2026/04/28 6:57
3561,9433 JT Equity,ＫＤＤＩ,Wireless Telecommunication Services,プライム,2026/05/12,14:45,1.08026E+13,9594970.37,2579.5,2518,0.024424146,2576.5,2580,2578.25,0.023724439,10941200,2580.5,2535.5,-0.047803618,-0.000729966,0.067531752,0.050100414,0.331242297,0.809449282,2654.944444,44.07080142,0.031013762,14.48442733,1.993165198,-0.028416581,2026/04/28 6:57
3562,9434 JT Equity,ソフトバンク,Wireless Telecommunication Services,プライム,2026/05/11,14:30,1.05203E+13,81546444.44,219.3000031,218,0.005963317,219,219.3999939,219.1999969,0.005735246,67315900,220.1000061,217.8000031,0.030061076,0.060328273,0.019732296,0.052067741,0.628108578,0.962601986,217.8814816,51.17927534,0.039215687,19.10658074,3.666464695,0.006510519,2026/04/28 6:57
3563,9435 JT Equity,光通信,Industrial Conglomerates,プライム,2026/05/13,,1.73055E+12,95937.03704,39340,39600,-0.006565657,39200,39370,39285,-0.009829868,106500,39980,39000,-0.017237072,-0.083969294,-0.086563429,0.014958917,1.268719034,1.050235041,40327.03704,39.91819816,0.018962888,14.02579163,1.525964042,-0.024475813,2026/04/28 6:57
3564,9436 JT Equity,沖縄セルラー電話,Wireless Telecommunication Services,スタンダード,2026/05/08,14:00,3.12674E+11,116181.4815,3320,3350,-0.008955224,3310,3325,3317.5,-0.007479432,86600,3340,3295,-0.030656934,0.093317774,0.302884517,0.601968043,1.374283036,2.115976901,3426.296296,33.54583964,0.019277108,23.82874881,3.174529858,-0.031023673,2026/04/28 6:57
3565,9438 JT Equity,エムティーアイ,Interactive Media & Services,プライム,2026/05/12,13:00,36200684800,47014.81481,599,601,-0.003327787,598,600,599,-0.002497918,27400,600,596,-0.033870968,-0.165073676,-0.234388314,-0.218675995,0.248635145,-0.121514847,623.9259259,34.11882372,0.033388982,9.442861701,1.795593175,-0.039950137,2026/04/28 6:57
3566,9439 JT Equity,エム・エイチ・グループ,Diversified Consumer Services,スタンダード,2026/05/14,,2805746100,12037.03704,241,243,-0.008230453,240,241,240.5,-0.014344262,13600,243,237,2.22E-16,0.066371681,0.105504587,0.178382421,0.340839614,0.041596438,249.2962963,34.90614689,0.002074689,,5.349091443,-0.033278859,2026/04/28 6:57
3567,9441 JT Equity,ベルパーク,Specialty Retail,スタンダード,2026/05/12,,37334171600,10325.92593,3050,3100,-0.016129032,3040,3080,3060,-0.01369863,5800,3105,3040,0.055728626,0.193270736,0.064681282,0.960386285,1.013548079,0.706104266,3020.481481,48.7316969,0.033442623,11.41018268,1.385272088,0.009772786,2026/04/28 6:57
3568,9444 JT Equity,トーシンホールディングス,Specialty Retail,スタンダード,2026/06/12,,2242122400,11525.92593,343,347,-0.011527378,342,345,343.5,-0.024147727,38800,348,337,0.03003003,-0.242825607,-0.433057851,-0.437704918,-0.438952456,-0.353796096,342.4074074,42.38666223,,,0.79346167,0.001730665,2026/04/28 6:57
3569,9445 JT Equity,フォーバルテレコム,Diversified Telecommunication Services,スタンダード,2026/05/15,14:00,9149704200,1818.518519,546,546,0,545,552,548.5,0.000912409,1700,554,544,-0.025,-0.012941696,-0.05309322,0.219943222,0.8675045,0.929870449,560.1481481,25.21607835,0.042124542,10.16974629,2.483059593,-0.025257868,2026/04/28 6:57
3570,9446 JT Equity,サカイホールディングス,Specialty Retail,スタンダード,2026/05/12,,7680506500,19814.81481,701,708,-0.009887006,700,709,704.5,-0.003536068,5000,708,696,0.085139319,0.041168406,0.378251664,0.732278568,0.510059824,0.348739247,686.037037,50.20551426,0.047075606,6.477814262,1.132935393,0.021810722,2026/04/28 6:57
3571,9449 JT Equity,GMO インターネットグループ,IT Services,プライム,2026/05/15,14:31,3.33641E+11,369648.1481,3108,3092,0.005174644,3105,3114,3109.5,0.005985118,368400,3143,3097,0.111389237,-0.192517537,-0.098632352,-0.07050476,0.19226425,0.055987668,3030.888889,50.14833444,0.016731017,15.39782755,2.798738253,0.025441748,2026/04/28 6:57
3572,9450 JT Equity,ファイバーゲート,Diversified Telecommunication Services,スタンダード,2026/05/15,,14765611200,69488.88889,717,714,0.004201681,714,723,718.5,0.010548523,93500,723,707,0.022824536,0.0653789,0.044650747,-0.24060493,-0.384184238,-0.488986887,720.0740741,48.5235881,0.037656904,10.92112766,2.12161966,-0.004269108,2026/04/28 6:57
3573,9466 JT Equity,アイドママーケティングコミュ,Media,スタンダード,2026/05/12,,3163680000,5529.62963,234,234,0,233,235,234,0.002141328,2400,234,233,0,-0.020491803,4.20E-03,-0.040160643,-0.055224644,-0.291059783,234.7407407,48.24641121,0.042735043,8.301740304,0.920454687,-0.00315557,2026/04/28 6:57
3574,9467 JT Equity,アルファポリス,Media,グロース,,,32346228600,118651.8519,1113,1123,-0.00890472,1113,1121,1117,-0.005342832,82900,1125,1104,-0.021108179,-0.264881369,-0.276118851,-0.098021108,0.000913435,0.098290978,1162.925926,35.73788932,0.021563342,14.4209469,2.160041566,-0.042931304,2026/04/28 6:57
3575,9468 JT Equity,カドカワ,Media,プライム,2026/05/14,14:00,5.30852E+11,674122.2222,3563,3514,0.013944223,3544,3567,3555.5,0.012674452,390800,3570,3496,-0.020615723,0.105348163,0.045817039,-0.035343306,0.268397928,0.760918641,3633.666667,49.30759918,0.008419871,117.5342108,2.104736117,-0.019447757,2026/04/28 6:57
3576,9470 JT Equity,学研ホールディングス,Industrial Conglomerates,プライム,2026/05/15,14:00,43428134736,128403.7037,973,965,0.008290155,972,975,973.5,0.00880829,257200,973,961,-0.008154944,-0.052416743,-0.037639617,-0.000599555,0.203926428,-0.205861096,1004.37037,36.37586349,0.028263104,13.01367364,0.783880211,-0.031233867,2026/04/28 6:57
3577,9474 JT Equity,ゼンリン,Media,プライム,2026/07/29,,50367899835,201440.7407,879,880,-0.001136364,877,880,878.5,-0.002271437,555000,889,873,-0.099385246,-0.136622202,-0.140753196,-0.242281487,0.115585917,-0.129819428,978.7037037,17.57394225,0.04778157,,,-0.101873226,2026/04/28 6:57
3578,9475 JT Equity,昭文社 ホールディングス,Media,スタンダード,2026/05/15,13:00,9143621019,7344.444444,503,491,0.024439919,497,504,500.5,0.015212982,6100,507,491,-0.043726236,0.026530612,0.191943128,0.27020202,0.742596871,0.114057611,519.4074074,46.66998306,0.009940358,30.31641234,0.692181799,-0.031588705,2026/04/28 6:57
3579,9476 JT Equity,中央経済社ホールディングス,Media,スタンダード,2026/05/12,12:00,4279705472,6581.481481,973,961,0.012486993,963,986,974.5,-0.008142494,400,974,960,-0.0250501,0.179393939,0.345781466,0.895826725,1.322924051,0.818644916,1003.592593,42.65586581,0.01336074,17.75406514,0.874238276,-0.030483079,2026/04/28 6:57
3580,9478 JT Equity,SEﾎｰﾙﾃﾞｨﾝｸﾞｽ･ｱﾝﾄﾞ･ｲﾝｷｭﾍﾞｰｼｮﾝｽﾞ,Media,スタンダード,2026/05/08,14:00,8011839192,44585.18519,492,491,0.00203666,491,496,493.5,0.013347023,5000,500,490,0.051282051,0.060267368,0.240512821,0.923275691,1.038769934,1.444151176,477.037037,57.68843735,0.008130081,17.03369372,0.70442161,0.03136646,2026/04/28 6:57
3581,9501 JT Equity,東京電力ホールディングス,Electric Utilities,プライム,2026/04/30,,9.82048E+11,59698229.63,611.0999756,580.5,0.052713136,611,611.0999756,611.0499878,0.052717698,68403700,613.7000122,581.5,-0.036879471,0.096340107,-0.154771818,0.374184789,0.254825412,0.933860682,629.1814806,47.04472079,,,0.467617854,-0.028738139,2026/04/28 6:57
3582,9502 JT Equity,中部電力,Electric Utilities,プライム,2026/04/28,15:00,1.978E+12,2934077.778,2609.5,2572.5,0.014382896,2607,2610,2608.5,0.015079288,3096700,2609.5,2555.5,-0.009865301,0.205724904,0.237900147,0.50638985,0.884003142,1.370176363,2696.333333,39.1252312,0.026825062,8.015558323,0.655158309,-0.032204228,2026/04/28 6:57
3583,9503 JT Equity,関西電力,Electric Utilities,プライム,2026/04/30,15:00,2.82467E+12,3387225.926,2533.5,2455.5,0.031765425,2529.5,2534.5,2532,0.031259546,4888200,2546.5,2485,-0.042517007,0.060323759,0.154384738,0.483722359,0.870087775,1.686242969,2562.37037,51.36410514,0.029603316,6.95442665,0.835631749,-0.011267056,2026/04/28 6:57
3584,9504 JT Equity,中国電力,Electric Utilities,プライム,2026/04/28,14:30,3.69578E+11,1534729.63,954.5999756,930.4,0.026010292,952,954.7000122,953.3500061,0.025714139,1726600,956,929.7999878,-0.053445736,-0.010810763,0.131605733,0.159517765,0.457341621,-0.124772018,983.8481472,41.87483043,0.028284099,,,-0.029728339,2026/04/28 6:57
3585,9505 JT Equity,北陸電力,Electric Utilities,プライム,2026/04/28,14:30,2.11385E+11,799811.1111,1005,988.6,0.016589116,1001,1005.5,1003.25,0.014152135,737700,1005,984,-0.076286765,0.05789191,0.17786786,0.307663211,0.673980074,0.522407662,1065.466667,34.74952178,0.024875622,,,-0.056751345,2026/04/28 6:57
3586,9506 JT Equity,東北電力,Electric Utilities,プライム,2026/04/30,14:00,5.81835E+11,2381551.852,1157,1122,0.031194296,1154.5,1157.5,1156,0.03030303,2428600,1157,1124,-0.026503997,0.064678661,0.0883163,0.180777964,0.784528551,0.320795774,1164.87037,50.39197923,0.034572169,3.321946083,0.528422397,-0.006756435,2026/04/28 6:57
3587,9507 JT Equity,四国電力,Electric Utilities,プライム,2026/04/30,13:00,3.48232E+11,629525.9259,1678,1642.5,0.021613394,1675,1679,1677,0.019917896,694000,1678,1646.5,-0.046319977,0.119264716,0.248142281,0.536108363,1.287935469,1.374548363,1759.259259,38.4191307,0.029797378,5.065981496,0.740317248,-0.046189474,2026/04/28 6:57
3588,9508 JT Equity,九州電力,Electric Utilities,プライム,2026/04/30,14:30,8.29822E+11,1616925.926,1750,1701,0.028806584,1746.5,1750,1748.25,0.029442073,1497200,1750,1706,-0.039780521,0.047537931,0.177567532,0.408436874,1.395448046,0.973554202,1798.12963,45.18138054,0.028571429,4.480112443,0.89157713,-0.026766496,2026/04/28 6:57
3589,9509 JT Equity,北海道電力,Electric Utilities,プライム,2026/04/28,14:30,2.23258E+11,2774551.852,1037,1008,0.028769841,1036,1037.5,1036.75,0.028011899,3216500,1037,1008.5,-0.036692987,0.014813313,-0.038890311,0.553010158,1.185164154,1.411642311,1057.562963,49.27184917,0.030858245,,,-0.019443725,2026/04/28 6:57
3590,9511 JT Equity,沖縄電力,Electric Utilities,プライム,2026/04/30,12:00,58123452265,170114.8148,1021,1014,0.006903353,1020,1022,1021,0.00591133,199200,1021,1006,-0.039510818,-0.047463351,0.012128385,0.084047775,-0.026279894,-0.214269881,1044.296296,40.41425942,0.029382958,8.507792734,0.417285236,-0.022308129,2026/04/28 6:57
3591,9513 JT Equity,電源開発,Independent Power and Renewable Electricity Producers,プライム,2026/05/12,17:00,7.10787E+11,1447751.852,3883,3807,0.019963226,3883,3884,3883.5,0.022915844,1078400,3915,3807,-0.103440314,0.211171133,0.348378985,0.591602634,0.991862556,1.724342733,4048.703704,45.16341873,0.025753284,7.141966401,0.498938189,-0.040927595,2026/04/28 6:57
3592,9514 JT Equity,エフオン,Independent Power and Renewable Electricity Producers,スタンダード,2026/05/12,14:00,8048273568,234107.4074,372,362,0.027624309,371,373,372,0.026206897,151600,373,361,-0.013262599,0.024793388,-0.085995086,0.124109648,-0.380719606,-0.60203496,372.8518519,50.77556301,0.021505376,13.92529096,0.419078612,-0.002284693,2026/04/28 6:57
3593,9517 JT Equity,イーレックス,Independent Power and Renewable Electricity Producers,プライム,2026/05/12,14:00,83789243776,828818.5185,1072,996,0.076305221,1070,1073,1071.5,0.075803213,810200,1078,1005,0.011320755,0.782164587,0.579002968,0.291911519,-0.360581804,-0.36656097,974.3333333,69.29243597,0.020522388,37.3099823,1.233405079,0.10023948,2026/04/28 6:57
3594,9519 JT Equity,レノバ,Independent Power and Renewable Electricity Producers,プライム,2026/05/13,14:00,1.02933E+11,1864148.148,1128,1070,0.054205607,1127,1129,1128,0.051748252,1958200,1134,1078,0.287671233,0.649122807,0.320843091,0.68358209,-0.411887383,-0.673988439,938.5555556,71.22406606,,14.32512889,0.907764925,0.20184681,2026/04/28 6:57
3595,9531 JT Equity,東京瓦斯,Gas Utilities,プライム,2026/04/28,13:00,2.32361E+12,1233077.778,6937,6473,0.071682373,6935,6946,6940.5,0.073715965,2877500,6979,6543,-0.087716991,0.050756985,0.299579364,0.503821957,1.63162745,2.499067877,7118.555556,51.19015382,0.015856999,,,-0.02550455,2026/04/28 6:57
3596,9532 JT Equity,大阪ガス,Gas Utilities,プライム,2026/05/08,14:00,2.367E+12,998022.2222,5949,5804,0.024982771,5948,5960,5954,0.025226001,1121500,5984,5803,-0.080383367,0.042753907,0.413412664,0.700235919,1.855882934,2.312250385,6242.148148,38.66786635,0.020171457,13.83401359,1.328741538,-0.046962703,2026/04/28 6:57
3597,9533 JT Equity,東邦瓦斯,Gas Utilities,プライム,2026/04/30,10:40,4.62595E+11,922437.037,1263,1260,0.002380952,1255.5,1264.5,1260,-0.001386963,2404500,1265.5,1243,0.015681544,-0.014555254,0.156729219,0.229594156,1.114072745,-0.093202324,1273.092593,42.98984433,0.017814727,21.22237815,1.01147424,-0.007927619,2026/04/28 6:57
3598,9534 JT Equity,北海道瓦斯,Gas Utilities,プライム,2026/04/30,13:00,81327840510,194462.963,917,914,0.003282276,910,918,914,-0.000546747,141900,917,903,0.057670127,0.154240008,0.348567789,0.782442033,1.603620616,2.635155383,892.8888889,57.48991701,0.025081788,6.383231245,0.885735986,0.027003484,2026/04/28 6:57
3599,9535 JT Equity,広島ガス,Gas Utilities,プライム,2026/05/11,14:00,27838658745,342396.2963,405,400,0.0125,404,406,405,0.00871731,225700,409,402,0.015037594,0.126274591,0.123197338,0.18607053,0.221427518,0.261317631,397.9259259,60.19763706,0.02962963,12.35885991,0.404080402,0.017777364,2026/04/28 6:57
3600,9536 JT Equity,西部ガスホールディングス,Gas Utilities,プライム,2026/04/28,15:00,91369852119,97177.77778,2457,2423,0.014032191,2448,2462,2455,0.011745312,64400,2457,2422,-0.046565774,0.095631411,0.314179524,0.471967443,0.442223837,0.16359112,2543.925926,38.87515868,0.028490028,9.289806154,0.806198747,-0.034169991,2026/04/28 6:57
